-0.030211138	0.0019702842	0.055750728	-0.11026826	-0.0062923883	-0.04953451	-0.024921196	-0.022840682	0.06783299	0.0071785687	-0.0077171815	-0.120435834	0.044170503	-0.0303309	0.064418964	-0.011794282
-0.012695039	0.027603086	-0.02813767	-0.06428108	-0.048092965	-0.09741636	-0.007619442	0.01477399	0.044439282	-0.004272391	-0.018245362	-0.097118974	0.031154517	-0.064239554	-0.008521895	-0.0012714935
-0.071807966	0.021922791	-0.06787408	-0.15341717	0.060801044	-0.075408824	-0.0060477997	-0.07035686	-0.010724804	-0.0043578325	-0.056307103	-0.13269594	0.034505207	0.021500316	-0.014283919	-0.015308312
0.019217655	0.007574658	0.0110067045	-0.10714107	-0.007503759	-0.13467345	-0.00024093187	0.017788311	0.012480771	0.0043937643	0.03762094	-0.027514303	0.06586462	-0.0154259205	-0.006430116	-0.05736301
-0.068449944	-0.025316348	-0.026242584	-0.17537	-0.0050115823	-0.061441693	-0.07225037	-0.058371637	0.015086389	-0.0664407	0.028920611	-0.0036807407	0.06318891	0.01883183	0.022796115	-0.038721036
-0.07167178	0.05254684	-0.009306664	-0.031487998	-0.015957914	-0.11412548	0.028710086	-0.008789872	0.026123933	0.033535227	-0.016627815	-0.017063733	0.029320905	-0.06634288	0.02989491	0.031566724
-0.07373592	0.040615674	0.009954905	-0.11205765	0.0020424172	-0.09925346	-0.057053357	-0.049065847	-0.02681797	0.0069857654	-0.05266965	-0.081062794	0.012648928	0.0053478424	0.01615902	0.00618883
-0.031524897	-0.046558145	0.011116056	-0.089460544	0.07997249	-0.052135725	0.025116188	0.057006646	0.03919675	0.012702787	-0.024260448	-0.10273816	-0.036296107	-0.0024759227	-0.028689928	-0.0031293062
-0.06532771	0.041826755	0.05218911	-0.021798039	0.09740718	-0.008180263	-0.0036440466	0.008448674	-0.06615728	0.07835465	0.016193148	-0.04740731	0.0664191	-0.040737327	0.07141831	-0.08957408
-0.029139614	0.0037244335	0.04628297	-0.020675713	-0.01857275	-0.11271174	0.02442719	0.019920645	0.023187727	-0.00015897342	0.07277165	-0.07626791	0.055465315	-0.069322795	-0.073745675	0.02055435
0.0011169057	0.050445784	0.04727792	-0.11006785	-0.087702304	-0.13443272	-0.0302784	-0.008544292	0.039294317	0.03164694	-0.06291997	-0.0018156049	0.012134434	-0.033316508	-0.034047768	-0.06643763
0.05276417	0.0017930436	-0.012890186	0.010064252	0.03423172	-0.20473541	-0.007631086	-0.028212268	0.027153559	0.0153227905	0.01082077	-0.06762776	0.0044980617	-0.012584926	0.03298626	0.05299101
-0.005627256	0.0816011	-0.09024688	-0.029065182	-0.006949605	-0.068491966	-0.06546932	-0.0482158	0.07883283	0.08973401	0.076031215	0.0290058	0.026489984	-0.0013609625	0.03948148	0.021989126
-0.012717452	-0.02697834	0.04767004	-0.052234944	-0.04230966	-0.1082517	0.010032425	-0.024150318	0.08835272	0.06527657	0.00012350283	0.004103614	-0.030664101	0.059237663	0.0005568415	-0.035710257
